X,Bottom.Temp.Summer,Bottom.Temp.Winter,Salinity.Winter,SSH.Summer,SSH.Winter,SST.Summer,SST.Winter,ChlModis15.Spring,ChlModis15.Winter,ChlModis50.Winter,Gag,GAm,RPo,RGr,BSB,RSn,Sca,Sno,Ver
1993,-0.51603752091898,-0.0574966834342166,0.199332205187801,-0.0483528579554811,0.0250916216524884,0.533869420514277,0.405643777149066,NA,NA,NA,0.2356973,-0.189635,0.2412267,0.2793208,-0.02747382,-0.6933809,0.9285874,0.8474147,-0.3125298
1994,-1.82118456374456,-0.00728350875738746,0.487264312337959,-0.0445941586140427,-0.0270833074020688,-0.715392869061603,0.264132216880378,NA,NA,NA,0.4051614,-0.2803595,0.6085863,0.9468538,-0.02988834,-1.336668,0.9387415,0.604933,-0.3772971
1995,0.736819260086088,0.274575031059393,0.0622318870371114,0.0491463044781053,-0.0320449531199608,0.203556482101886,0.339839275803139,NA,NA,NA,0.6891941,-0.6316607,-0.09433453,0.471465,-0.2865192,-0.7797435,0.7264198,0.4371085,-0.09063066
1996,-1.30420120533748,-0.386162512604032,0.0815654517981856,-0.0553916131577449,-0.0396272136840599,-0.465561263095075,-0.435093469122672,NA,NA,NA,0.2112841,-0.6468223,0.06718745,-0.3339296,-0.2472967,-0.4148955,0.3949499,0.26069,0.1175237
1997,0.453287429985686,0.23472455502891,0.157141820598687,-0.0196464897574691,-0.0106757172194145,0.236130164873302,1.08673316602544,NA,NA,NA,-0.04751442,0.0353371,0.2144616,-0.5049302,-0.02963988,0.2357165,0.5823915,0.18468,0.4102147
1998,-0.26576220775436,-0.212479316831716,-0.927109489088122,-0.0418419346338561,-0.0398758130139368,0.327983479032476,-0.496159504643009,NA,NA,NA,0.1843306,0.02847554,-0.1440882,0.6002409,-0.1208214,0.481945,0.4647742,0.4891877,0.1970173
1999,0.468781706430425,0.675299025394797,0.491221075402737,0.00942850206553338,0.00562104810815854,0.258141247392152,0.871087067008417,NA,NA,NA,0.1949908,-0.08022459,-0.7319741,0.01195317,0.01119514,0.6400433,0.3607382,0.4815238,0.07343149
2000,0.287579138013842,0.329659948676945,0.306694841769072,0.0343707650177022,0.00570342679599392,-0.364344309766678,0.389669120581321,NA,NA,NA,0.2200321,0.4932842,-0.002769197,0.4550397,-0.07044205,0.1197213,0.8077235,0.5059015,0.05513901
2001,0.528269084463609,-0.63527424300739,0.209046198978759,-0.0172409306005484,-0.0490026150556618,-0.327533579623061,-0.724021146159642,NA,NA,NA,0.5734695,-0.2305933,0.3732929,0.3820404,-0.09460643,0.0681093,0.7787361,0.5030595,0.5869024
2002,0.777204777449522,-0.0676407604537117,0.511096188657386,-0.00438548356563242,-0.0218030702112903,-0.104683219290646,0.107273398216765,NA,NA,NA,0.2519137,-0.4901623,0.03730924,1.407127,-0.1387433,0.4223726,0.6936752,0.2689542,-0.3290512
2003,-2.09422922788149,-0.73192936151272,-0.703918957025298,-0.0605444820153868,-0.027509183122797,-0.937765150513309,-0.822563146371781,0.547187926722193,0.00661794607695558,0.0124425927643058,0.0302613,-0.3911044,0.01591951,0.5132309,-0.05604811,-0.611739,0.3092026,0.01744127,-0.388545
2004,-0.48848359942412,-0.421009785186874,-0.267739456559891,-0.0339294403127623,-0.0312270782563704,-0.585586147327577,-0.474065024352721,-0.0903086938245633,0.11158845115473,0.0378859069722767,-0.09990598,-0.5109705,0.1598289,-0.5564867,-0.3600806,-1.526898,-0.07431573,-0.2951907,-0.1119779
2005,0.403312671919594,-0.426135823563367,-0.123690020636701,0.00404854856474669,0.0183688035063973,0.371818238200569,-0.707947165745482,0.101407487213236,0.180046454906141,0.0806067819293679,0.1571023,0.3792921,0.2830391,-0.9380524,-0.1144505,1.5458,-0.2714082,-0.3509335,0.6252776
2006,-0.63827808896188,-0.275627431280342,-0.354086804265816,-0.0545445162296278,-0.029366098032531,-0.0483521580141681,-0.922207416872376,-0.0218135600478214,-0.103026460633451,-0.029475132698641,0.2347299,0.2936557,-0.1894748,-0.7152823,-0.009815607,1.224088,-0.2151735,-0.1597516,0.2097635
2007,0.113598903038282,0.337127348771618,0.171908257742344,0.00547512074683159,-0.0447510594208814,0.283871091022598,0.303147212293483,-0.0758326753334474,-0.129791950334716,0.0630678103171055,0.04953566,0.29798,-0.6122262,-0.1003428,-0.01338785,1.018104,-0.1536737,0.05319863,0.713874
2008,-0.352549572792471,-0.0403738447417498,0.379567458300118,0.0011202362713705,-0.0392506569105428,-0.691797631285325,0.0569490920247899,-0.119881636541803,0.0163456301182496,0.0835597039014101,-0.03023768,-0.05475946,-0.1780101,-0.04772076,0.08096108,-0.609159,-0.4245123,0.2360806,-0.3013455
2009,-0.463448334667845,-0.885983980557283,0.0815120513094264,0.0393809253493869,-0.0851201949733461,-0.268401088646188,-1.09385702838345,0.0971392292134562,0.304467435062189,0.0724327591879339,-0.4896416,0.08469152,0.3406948,-0.5576132,0.5146978,-0.8211219,-0.9945603,-0.03884296,-0.4445126
2010,-0.576875642431975,-0.932552270323209,-0.390551257049558,-0.004955609057535,0.0147239871555325,0.289898393396595,-1.88414084799004,0.118408692019486,-0.187785252830926,0.0669096665533474,-0.4681139,-0.1346104,0.2702713,-0.3535798,0.289485,-0.4110768,-1.123745,-0.4655926,0.05458442
2011,0.0195633299414021,-1.18359823752958,-0.117312877200645,0.0299834920323988,-0.0548082775610362,0.102814121157972,-1.4727042281027,-0.152694311306194,-0.266648844889683,0.0467300268537803,-0.4137262,0.4586402,-0.2676327,-0.7330407,-0.06837172,-0.5100194,-0.8210117,-0.938346,-0.450767
2012,-1.53027144308262,-0.0149432753257327,0.631102853109267,-0.0264235823721178,0.0117919329836282,-0.468692987949486,0.413341415042918,-0.227829379028057,-0.182974646700534,-0.0320638926480393,-0.6048518,0.1893806,-0.9199475,-1.048876,-0.1128343,0.1493864,-0.7179002,-0.836572,-0.400608
2013,-0.742460420055794,-0.0818828855979316,0.468769044023214,-0.013849934567674,-0.00137338283244293,-0.516150126591164,-0.0608155929356266,-0.00751227490311164,-0.176513960372969,-0.0725819095379903,-0.8614948,0.5858028,-0.5984216,-0.7682863,-0.5188605,1.034515,-0.9427398,-0.898549,-0.1052334
2014,0.790324177671499,0.118788709117146,0.0424947698065664,0.0569467142315551,0.0858931300308885,0.212983872845688,0.103731095768561,-0.0306780221957604,-0.0950996832290376,-0.0841017653491958,-0.8941807,0.3048776,-0.8643569,-0.9049918,-0.9149577,1.143207,-1.483804,-0.8922919,-0.0005935763
2015,-0.365016447392052,0.264733097791723,-0.428800306720754,0.0239751380904228,0.0651816390503982,0.0756300801025992,0.0686668330197603,-0.134792507836778,0.468676800395326,0.0805987671606944,-0.272574,0.02903996,-0.5478889,-0.9335565,-0.6235473,1.004979,-1.296728,-0.8013326,-0.002495061
2016,0.605756286079434,0.656937270189378,-0.608574497964042,-0.0049413469793041,0.0655182219743932,0.646465895866594,0.776531545172987,0.122915770508324,0.00193736116559148,0.028598916978942,-1.205823,-0.164233,-1.237118,-0.7950583,-0.4363319,1.33672,-1.837069,-0.5525738,NA
2017,0.52512335602199,0.882450350828241,0.234729718193708,0.0425059622798326,0.0176907386148703,0.114801062005617,1.21381501877343,-0.0368953065910843,-0.155345586526974,-0.0413821152052502,-1.082501,NA,NA,-0.566436,NA,0.8965299,-1.401411,NA,NA
2018,0.236610849543597,-0.0572009773416669,0.537352669778093,0.021374917752369,0.0312375338415016,0.387515858536704,0.0532849817431696,-0.107525510070422,0.582252212455982,0.00267256110153754,-0.02083726,NA,NA,-0.7199465,NA,1.15216,-0.8016543,NA,NA
2019,1.40907797959326,0.685534682610793,-0.659879904447598,0.105722911648959,0.111357753161677,0.467228711649509,0.672665020641853,-0.0250475334260472,-0.0142853948081958,-0.0446411694677138,NA,NA,NA,-0.3165577,NA,NA,NA,NA,NA
2020,2.11884678069027,1.05443550382125,-0.0221825157374964,0.0298414367458468,0.0119770931183157,0.799436219641018,1.52406165114342,0.140364257356188,0.225417149533788,-0.0455917104074038,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,1.68464254351713,0.903309374758711,-0.449184717334519,-0.0226785954558781,0.0633616908220974,0.182116192824724,0.443002683390601,0.0891778160988143,-0.347239279464674,-0.117581082063529,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,NA,NA,NA,NA,NA,NA,NA,-0.18578976802661,-0.238638381077793,-0.108086716342938,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1266574,NA
1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483856,NA,NA,NA,NA,0.709415,NA
1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05015283,NA,0.01132722,1.510903,NA,NA,NA,0.2210176,-0.01087667
1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6496645,NA,1.303216,0.8813924,NA,NA,NA,-0.1522082,0.007481476
1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06085322,NA,0.2069264,1.097202,NA,-0.8701021,NA,-0.2278716,-0.06201238
1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2724066,NA,-0.4402733,0.8076356,0.4034151,-0.8600035,NA,-0.5456907,-0.1102316
1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0559732,NA,0.136595,0.1402095,0.4977823,0.1009389,-0.4045663,-0.4864801,-0.0552637
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0007979973,NA,0.006307507,0.2639332,0.6195636,-0.98136,0.1079678,-0.5088184,-0.08470515
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7033014,NA,-0.347234,0.6426995,0.3037492,-0.1786174,-0.0357674,-0.4311283,-0.0891104
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4298113,NA,0.1530384,-0.07676802,0.2830124,0.9415137,0.03314733,-0.5595844,0.1997151
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4152106,NA,0.1887738,0.03258274,0.2700444,0.9305291,0.1663552,-0.4686561,-0.1198143
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4282573,NA,0.3195256,-0.05349484,0.3199714,-0.1940286,0.08495082,0.2474377,0.06938964
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6173855,NA,0.3059954,-0.09631731,0.558345,-0.3676192,0.76285,0.4008959,0.06435668
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390171,NA,0.2302096,0.5052378,0.2670953,0.2897306,0.7882227,0.2150536,-0.3327723
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4614258,NA,0.8133945,-0.2134346,0.1075401,0.09469795,1.142786,0.6182383,0.3988103
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3430178,NA,0.5251926,-0.6156065,0.1898828,-0.8035062,0.9006937,0.3567635,0.4073863
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5901969,0.1986726,0.4351131,-0.2068093,0.1643327,-0.9171783,0.2872901,0.296198,-0.3598706
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6274099,0.2688752,0.3468057,0.710906,0.09329522,-0.2748037,1.023017,0.3851586,-0.011065
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07309252,0.1627685,0.004604185,0.299097,-0.348751,-0.4156242,0.1801055,0.4149306,0.2070906
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1244602,-0.005638061,0.06076358,0.1980485,-0.3515007,-1.253262,0.5367146,0.728475,0.1533509